2026-09-19T19:51:01+00:00 watchdog v2 start pid 637333 guarding ^/bin/bash /root/night-20260919/serve[.]sh (sclk guard 1; DC envelope guard: >= 1228 W once or >= 1200 W twice, from /root/night-20260919/step4-ctxshift-smc.log)
2026-09-19T19:51:02+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T19:53:53+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1084W
2026-09-19T19:53:58+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:851W
2026-09-19T19:54:03+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:1090W
2026-09-19T19:54:08+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0 DC:1090W
2026-09-19T19:54:13+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:997W
2026-09-19T19:54:18+00:00 card0:1608MHz/100%/0 card1:1730MHz/100%/0 card2:1608MHz/100%/0 card3:1540MHz/100%/0 DC:1089W
2026-09-19T19:54:23+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0 DC:994W
2026-09-19T19:54:28+00:00 card0:1540MHz/100%/0 card1:1445MHz/100%/0 card2:1730MHz/100%/0 card3:1608MHz/100%/0 DC:1043W
2026-09-19T19:54:33+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0 DC:1089W
2026-09-19T19:54:38+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1674MHz/100%/0 card3:1730MHz/100%/0 DC:1090W
2026-09-19T19:54:44+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/37%/1 DC:945W
2026-09-19T19:54:49+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:941W
2026-09-19T19:54:54+00:00 card0:1730MHz/83%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:919W
2026-09-19T19:54:59+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:55:04+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:55:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T19:55:14+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:958W
2026-09-19T19:55:19+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/40%/1 DC:961W
2026-09-19T19:55:24+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:956W
2026-09-19T19:55:29+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T19:55:34+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:959W
2026-09-19T19:55:39+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:960W
2026-09-19T19:55:44+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:957W
2026-09-19T19:55:49+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/30%/1 card3:1730MHz/1%/0 DC:909W
2026-09-19T19:55:54+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:956W
2026-09-19T19:55:59+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:56:04+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:914W
2026-09-19T19:56:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:953W
2026-09-19T19:56:14+00:00 card0:1730MHz/100%/0 card1:1000MHz/69%/1 card2:1730MHz/3%/0 card3:1730MHz/86%/0 DC:960W
2026-09-19T19:56:19+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:959W
2026-09-19T19:56:24+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/100%/1 DC:957W
2026-09-19T19:56:30+00:00 card0:1730MHz/96%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:958W
2026-09-19T19:56:35+00:00 card0:1730MHz/100%/0 card1:1000MHz/15%/0 card2:1730MHz/17%/0 card3:1730MHz/95%/0 DC:956W
2026-09-19T19:56:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/12%/0 card3:1730MHz/9%/0 DC:960W
2026-09-19T19:56:45+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:56:50+00:00 card0:1000MHz/9%/0 card1:1730MHz/70%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:957W
2026-09-19T19:56:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:957W
2026-09-19T19:57:00+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T19:57:05+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:57:10+00:00 card0:1730MHz/73%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:959W
2026-09-19T19:57:15+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:958W
2026-09-19T19:57:20+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:959W
2026-09-19T19:57:25+00:00 card0:1000MHz/13%/0 card1:1730MHz/22%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0 DC:959W
2026-09-19T19:57:30+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:959W
2026-09-19T19:57:35+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:959W
2026-09-19T19:57:40+00:00 card0:1730MHz/10%/0 card1:1730MHz/95%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:961W
2026-09-19T19:57:45+00:00 card0:1730MHz/86%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:956W
2026-09-19T19:57:50+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:930W
2026-09-19T19:57:55+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:58:00+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1540MHz/100%/0 DC:801W
2026-09-19T19:58:05+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:958W
2026-09-19T19:58:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:958W
2026-09-19T19:58:15+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:956W
2026-09-19T19:58:21+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:962W
2026-09-19T19:58:26+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:958W
2026-09-19T19:58:31+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/9%/0 DC:949W
2026-09-19T19:58:36+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T19:58:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T19:58:46+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:58:51+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:58:56+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:965W
2026-09-19T19:59:01+00:00 card0:1730MHz/100%/0 card1:1000MHz/76%/1 card2:1730MHz/3%/0 card3:1730MHz/83%/0 DC:961W
2026-09-19T19:59:06+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:961W
2026-09-19T19:59:11+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:963W
2026-09-19T19:59:16+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:960W
2026-09-19T19:59:21+00:00 card0:1730MHz/3%/0 card1:1730MHz/89%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:962W
2026-09-19T19:59:26+00:00 card0:1730MHz/100%/0 card1:1000MHz/19%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:673W
2026-09-19T19:59:31+00:00 card0:1730MHz/95%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:653W
2026-09-19T19:59:36+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:658W
2026-09-19T19:59:41+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/9%/0 card3:1000MHz/0%/0 DC:654W
2026-09-19T19:59:46+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:653W
2026-09-19T19:59:51+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/78%/0 card3:1730MHz/99%/0 DC:655W
2026-09-19T19:59:56+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0 DC:654W
2026-09-19T20:00:01+00:00 card0:1000MHz/12%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:331W
2026-09-19T20:00:07+00:00 card0:1730MHz/100%/0 card1:1000MHz/7%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:646W
2026-09-19T20:00:12+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:644W
2026-09-19T20:00:17+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:640W
2026-09-19T20:00:22+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/78%/1 card3:1000MHz/5%/0 DC:641W
2026-09-19T20:00:27+00:00 card0:1000MHz/4%/0 card1:1730MHz/1%/0 card2:1000MHz/1%/0 card3:1000MHz/1%/0 DC:648W
2026-09-19T20:00:32+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1000MHz/3%/0 DC:637W
2026-09-19T20:00:37+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/44%/0 card3:1730MHz/97%/0 DC:619W
2026-09-19T20:00:42+00:00 card0:1000MHz/0%/0 card1:1730MHz/80%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:623W
2026-09-19T20:00:47+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:628W
2026-09-19T20:00:52+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:617W
2026-09-19T20:00:57+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/8%/0 card3:1000MHz/0%/0 DC:619W
2026-09-19T20:01:02+00:00 card0:1000MHz/7%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:622W
2026-09-19T20:01:07+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:622W
2026-09-19T20:01:12+00:00 card0:1000MHz/75%/1 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:613W
2026-09-19T20:01:17+00:00 card0:1000MHz/21%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:622W
2026-09-19T20:01:22+00:00 card0:1000MHz/18%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:623W
2026-09-19T20:01:27+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0 DC:426W
2026-09-19T20:01:32+00:00 card0:1730MHz/100%/0 card1:1000MHz/17%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:620W
2026-09-19T20:01:37+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:621W
2026-09-19T20:01:42+00:00 card0:1000MHz/0%/0 card1:1730MHz/78%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:632W
2026-09-19T20:01:47+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:614W
2026-09-19T20:01:52+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:623W
2026-09-19T20:01:58+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/39%/1 card3:1000MHz/1%/0 DC:618W
2026-09-19T20:02:03+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/10%/0 card3:1000MHz/0%/0 DC:602W
2026-09-19T20:02:08+00:00 card0:1730MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1540MHz/100%/0 DC:328W
2026-09-19T20:02:13+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:841W
2026-09-19T20:02:18+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0 DC:611W
2026-09-19T20:02:23+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/46%/1 DC:607W
2026-09-19T20:02:28+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0 DC:596W
2026-09-19T20:02:33+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:598W
2026-09-19T20:02:38+00:00 card0:1000MHz/0%/0 card1:1000MHz/7%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0 DC:605W
2026-09-19T20:02:43+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/76%/0
2026-09-19T20:02:48+00:00 card0:1730MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:02:53+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/94%/0 card3:1730MHz/99%/0
2026-09-19T20:02:58+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1000MHz/80%/1
2026-09-19T20:03:03+00:00 card0:1730MHz/99%/0 card1:1000MHz/49%/1 card2:1000MHz/3%/0 card3:1000MHz/0%/0
2026-09-19T20:03:08+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/15%/0 card3:1000MHz/0%/0
2026-09-19T20:03:13+00:00 card0:1000MHz/3%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:03:18+00:00 card0:1000MHz/0%/0 card1:1000MHz/14%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:03:23+00:00 card0:1000MHz/1%/0 card1:1000MHz/0%/0 card2:1730MHz/33%/0 card3:1730MHz/97%/0
2026-09-19T20:03:28+00:00 card0:1730MHz/0%/0 card1:1730MHz/96%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:03:33+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1000MHz/64%/1 card3:1000MHz/3%/0
2026-09-19T20:03:38+00:00 card0:1000MHz/7%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:03:43+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:03:49+00:00 card0:1000MHz/10%/0 card1:1000MHz/1%/0 card2:1730MHz/0%/0 card3:1000MHz/2%/0
2026-09-19T20:03:54+00:00 card0:1730MHz/95%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:03:59+00:00 card0:1000MHz/4%/0 card1:1730MHz/0%/0 card2:1730MHz/10%/0 card3:1000MHz/3%/0
2026-09-19T20:04:04+00:00 card0:1730MHz/6%/0 card1:1730MHz/10%/0 card2:1730MHz/3%/0 card3:1000MHz/0%/0
2026-09-19T20:04:09+00:00 card0:1000MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/8%/0 card3:1730MHz/10%/0
2026-09-19T20:04:14+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:04:19+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:04:24+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:04:29+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/29%/0 card3:1730MHz/54%/0
2026-09-19T20:04:34+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:04:39+00:00 card0:1674MHz/100%/0 card1:1608MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:04:44+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:04:49+00:00 card0:1540MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/17%/0 card3:1000MHz/1%/0
2026-09-19T20:04:54+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:04:59+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:05:04+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:05:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1674MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:05:14+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:05:19+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:05:24+00:00 card0:1608MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:05:29+00:00 card0:1730MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:05:34+00:00 card0:1608MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:05:39+00:00 card0:1674MHz/100%/0 card1:1608MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
